RTb4Yvl1aaD0wQucunScJU57WyZYiMKn8RsrZuTZA28=,387959,786,Relaxing Jazz Music,,,-1.0
afELRyNTPazsHLPnmTSZHc/XpMlpsBdPB6usj4P7r6U=,279405,465,André Gagnon,,,52.0
iDe2LcyYjm0+GlvCWDR8g/AilfPfgUjiHwKHYWQ5+6c=,295288,958,Handel and Haydn Society / Harry Christophers,,,-1.0
kmijzYdQXT73UFdGcIR/mhrRLYQShD0B+NqH125Qzng=,404561,958,Alicia de Larrocha,Wolfgang Amadeus Mozart,,-1.0
mdQoKWokqHCSM32gddun0dwtEgSiPoUw2bqH2P4JpI0=,102725,947,Twinkle Twinkle Little Star,,,-1.0
AAirhmNuDou6MtHxh+ldYoVzFudPgt9pq72KCSIYXlk=,494445,880,Hillsong United,,,52.0
CyDeA2IwV1PIx5lpr9R1HyDQYbBDjfvbNggjo0X3F2E=,176285,465,The Workout Heroes,Rights Reserved,,52.0
ceFwI2Uhx3sGXxjb/d5Puxlca72a0YFEVHAS3Sd9zc8=,88293,691,Piano Christmas,,,52.0
p4v9HIPh/b8GZEBDoQkKgqbuWQ3pGXTHLdyJT/TaBnI=,467928,545,Rex Gildo,,,-1.0
E266ArPG59qAHmAale7TELyA8kh26fWkVvc4wLXT9i4=,107647,465,Zach Winters,,,52.0
MtXfEn+EqOvJmdLwV+xn7f19SXpOBa50YufF+9k4Lic=,217872,465,譚詠麟 (Alan Tam),A. Cobb,,24.0
F5KqGv2vhfrkL/PouwYNif8bkINJFSnW3DZYNb1H3qc=,329282,359,Last Dinosaurs,,,52.0
wemU8k3XELvSTnuEAiBjttwc0YZ/uvvtO7lCcQ5yqnk=,181673,958,Nathan Milstein|Claudio Abbado,Franz Schubert,,-1.0
U7Ix9upOKAcgYnNVihKDgVXs5BhhxEmHPdTTlQ6sJwo=,274703,465,利綺 (Romi Li),利綺,姚若龍,3.0
5C/A4dqMGCwWaJIsG8jyujWMH7sb71iGLd61ealJNbY=,215992,921,霹靂布袋戲劇集原聲帶,徐至正,,10.0
czWmi10qzwU87sD6xjFJCIuzPRpd6+STIyjzlUuUp4Y=,232385,451,Various Artists,C. Y. Kong,,-1.0
PIiiqo2UYY51DG3HveqZ7GM6MuiYbTGGdVdLpkdx/8U=,182137,465,Jill Opal,,,52.0
hAjX5IjOSzbQufz2hBKDemz7FgjdqP8k6zYxMistppI=,145554,691,Various Artists,,,52.0
MpNwxE3SwdcH261cT9+c9GgTDKCiY31rnxWR+Ol81vI=,249196,726,Cartoon Rainbow,De Simone,,-1.0
JE95YhQoknT4PDnhuE0ns30qX0l6qATjHAODu49o0TI=,236657,444,BANGTAN BOYS,Pdogg,,31.0
jN/imrYmwgaNQIi+6Rym8T60vpV+aE25jjqHxC/WAq4=,251247,388,Spa & Spa,Neuromancer,,-1.0
mu5HXn0sL2p0aff+7o3J3pxT2UtEvQTT+ouRuIXR+VA=,261457,465,Richard Clayderman,,,52.0
0s6ccOKmKDXDKjbctPX2B7cVWpy963yZyIoOIXEAXgA=,211209,465,The Karaoke Crew,,,52.0
3P4yMI71G1W1C6Lj+BidDs6ZgiqgMFb5wxdJSi03iS8=,197091,465,Emeli Sande,Emeli Sandé| Anup Paul| Hugo Chegwin| Harry Craze,,52.0
XleBPXQd8eP7fhkqCK2fbqI2qk+Zy2XZby3vwwmFvhc=,338546,465,滾石三十  青春音樂記事簿,,,3.0
F9t8f7SQHEUTgK3a5YtJVZy2+OEdm1oDYt+uuWFtqmU=,180187,465,The Karaoke Channel,,,52.0
LKO4nyDr2wOHeCArsGsAEzAWH7p6TyrTN0xse0QPRwg=,47925,873,Diana Cooper,,,52.0
FdzdAuwsbxNbXP9X0a3Wf8+AIGdTXDpLl3b09JvBhTQ=,279475,958,Walter Gieseking,Maurice Ravel,,-1.0
uZONZiZxnTMdrlHN0ivkPgq/bmumSShls5xBwUF2bkc=,237493,873,Holly Ann,,,-1.0
Wpm/HXsWB3dm2GjAElbxAnoiTqJB1WEQ3bPeQHJ3orA=,449201,940,Russell Harris,,,-1.0
Xxx3eis62sXStTuiOvj/mM4LwQ7GX+ql5P9pCTAN+hw=,203314,465,100 % Disco,,,52.0
JbR0orgBHjqGQ4vhScfdF3jNrT/0rEDAbcws50EK3zI=,251402,465,東城衞 (D.C.W),D.C.W,Jerry Feng,3.0
hdsS//2ANN1IZ1JK8xsaLhYEPUjoojp7Vd94MKyyGFA=,228519,465,黎明柔 (Zoe Li),,,3.0
OjfMPkPBH4AeU6fEitmSC/9q/pbUgezxAr6i281//TA=,193004,359,The Mowgli's,Colin Dieden| Jens Koerkemeier| David Appelbaum,,52.0
EKB6L31yIf/2LKV0J4ZsWLU8E6ELws2C0VbzEo8Gvl8=,284536,465,Koda Kumi (倖田來未),,,17.0
uYVEeUHjVravYuv3TQVj0oJPRcgUCVY9cYdVMkZw7n4=,142210,139,Sonny Til & The Orioles,Torme| Laine,Torme| Laine,52.0
Af6mCvLq/7kVDypzjZ4A3encW0HOuXoD5Va5ykNbrPg=,225884,691,Cupid and The Valentines,,,-1.0
/3o1PiXYgt4KECMVQts+JsZvCPIxox3NIOuj8wHlrGs=,228388,139,Izzy Bizu,Isobel Bizu Beardshaw| Ian Barter,Isobel Bizu Beardshaw| Ian Barter,52.0
33BdU98RUrg4JR6KhC1R+IbpV13TNdEQbdpaImKpPms=,345327,465,Marika,Marta Kosakowska|Aleksander Molak,,52.0
vAa3sw/iuYKOaRLtSg+RZThpYqXP0PINT2uhXa4ANcM=,235624,940,Nature Sound Series,,,-1.0
NFudiVw4i4MOcvS8/DhSeTd76DA5T0usPzxcIz7Ury4=,136872,509,徐薇/愛播講堂,,,-1.0
9DKFTMIeYPKZusFfWfGpxVxF79qlMGo3I6O0kaklDg8=,253376,465,鄧麗君 (Teresa Teng),Miki Takashi,,17.0
oifq8d4btqOyg10biMtVzNzSd9kfw+a0nu09PfyvGc4=,135976,921,The Avatar Orchestra + Singer,,,52.0
kZQsCbTftcpPNL496Bwg0z/kyJRprFhZgroqlp5qx8U=,355474,465,False Alarm,,,52.0
ysjjbYynAvK47vDjb/cs+shNUPQuH24C2kRTzMMjRvM=,200306,958,Johann Sebastian Bach,,,-1.0
2ZEkFs0LWfug3hhVlRaGGYL/RG9X6cn1Zm1gqYxwuO0=,210442,921,霹靂布袋戲劇集原聲帶,林薇,,10.0
2i0Nmu+Yc3dzCta+zNceCiSlGOW7tP3Uu6P8DO/nM38=,197648,786,Yiruma,李閏珉(Yiruma),,-1.0
izLjoNeDWu8Z8qRqyIcYkeIgHe2sCxSsn/5qCxqLCNI=,224026,242,Blue Knights,,,-1.0
DdmCjIjVLUnzgQFUzkmvSWKVNrwEMNizgOQykpSSqrA=,139877,726,Kidsongs,,,-1.0
q3XAhZP7n9QtkwFur/VGruJtNvPRz0M9bQ0/dICvF9w=,91036,359,H2O,,,52.0
YIpAsS6/R3YjpfixnuzxE50Eolu6vO6Dj2PrLUKWo4k=,46950,465,SARA,,,31.0
IWL1PJ0Pduq2c23Uw0CeIAtFkwdW2gyGfq9k/6BbGHM=,273601,465,珠木美甫,山田ゆうすけ,,17.0
V5ioPNo9ZvcZMo6eXf3ZcUme0YMB5PJZzl0SSey+TYQ=,202432,465,'N Sync,Robin Wiley,Robin Wiley,-1.0
7ymBc4WYQ1udSdWQxbtx7mh9XQtyN6+C/illBaHnHbw=,257834,465,Various Artists,G. F. Horgan,,52.0
Qi/wZlwJtUZsKbezrW3Xdy6LD0pyUsqUcyt7o8Gi2Qg=,281391,465,Various Artists,,,3.0
SjDrkaSpttb5zNFaYbuISCSIbqTDrd9jYyk9Wm9LdEE=,70008,242,零感音樂製作有限公司,零感音樂製作有限公司,零感音樂製作有限公司,-1.0
swr7Y8C1jZZK64bemi6/E+QSkzNucuJihvouho58GKo=,235999,451,林憶蓮 (Sandy Lam),Feng Jing Hui,Pan Yuan Liang,24.0
jr25qHkA0fDC6XLI1af2dSbuwG5ie3JftpmWQuw/uuI=,286197,465,Bob Dylan,Bob Dylan,Bob Dylan,52.0
UJVAAtulfexLWoKAKq/u0aFvuo5VCAQkqFMpB/fQrKI=,257648,465,鄺美雲 (Cally Kwong),D. Summer| Giorgio Moroder| Pete Bellotte,,24.0
xBh+9DyPgjzvAYkPstIDhuNe1wgjB8rfVbeBniy+IQk=,215945,465,Pianista sull'Oceano,Jackson,,52.0
nQORUJoO2xRN96R5oY0qBGucslBxkcUTEN1ZelOm3Gg=,319216,139,Bill Withers,,,52.0
VE3iP+PCdce3JwUopV90vjKBE0gQKl7IfDYoofrtxGU=,67762,958,アンドレアス オッテンザマー/ダニエル オッテンザマー/エルンスト オッテンザマー,Georg Druschetzky,,-1.0
yMkyksgrlsnudpCHRUx9q0k/iENeoRSXHlMw9qJ36Vs=,264707,873,Merry Christmas: 30 Best Tunes Ever,,,52.0
DhIheexhYkaHNu3nEeFZWDVoBHquTxvtzcthT5dl4tM=,93100,726,MyTunes,,,-1.0
QdqEwGtH9HRuTSB0WoYM9HHYyRP7KD8jgzd0S9+bfyk=,252447,465,Slacker Nation,,,52.0
9iSGOb6X17ORA5oXisjelEkEFLQhTj01mrdtPfBXwAQ=,141223,465,Green Day,,,52.0
qYoxEWgK3/7fhYlqY/MUFPqmYxzRQLyygY5uOwpurDY=,230899,691,Instrumental Christmas Music Orchestra,,,-1.0
SutdufYiIQ2l2gMw4zQv7X0CelHEc2tFidjGYkLAPV8=,228762,465,Joey Stamper,,,52.0
xSnPuzdVitezIgEGKiEANjsYBJ2BEVi88LTk9E7d8Lc=,221763,921,Various,Barry Dean| Andrew Dorff| Troy Verges,Barry Dean| Andrew Dorff| Troy Verges,52.0
RNWoCloFCA2ANRasA00AZgOEg+QA4E8qCqCmao0EiMw=,170527,423,Havana Mambo,Bebo Valdes Bachata,,52.0
5mIL473vAYSlt2Rm1YmP6HgokE8PcLABnmtPjaXa1Zk=,276924,388,Meditation Mantras Guru,Sacchetto G.,,-1.0
KCXMN5DvroXmoMe7DdcFDmVJ+Qg6C7kHloPKTpWD8Uk=,215667,958,4th Of July Ensemble,,,-1.0
v76h5T+wakmuB4zGpsmziWpgOBPeNeILIgYULZdUa+s=,214552,465,張鎬哲+羅時豐+黃仲崑,Qing Yuan Huang,,3.0
G04AQbILI0cVSF4W8OxszRNR8r0yPbH4LMntlE0A35U=,90557,726,Pacific Coast Baby Music Academy,,,-1.0
76KvQn34G/C+8K2jKFJjUKc4kyt6dh0qT3g4ENFRKNM=,201247,465,Party Mix All-Stars,,,52.0
+9CM81bzLxdKE5BPeJ1xMfpNtbauCnkr/UgBUl6uakk=,241031,465,Various Artists,Masser and Goffin,Masser and Goffin,52.0
EsxfOPAf2UEmr+3KRc8Aqcew3hU4XvbPAeRBvilzd88=,97895,958,Giora Schmidt,,,-1.0
3Mf0PWwtT1HMybbRUKo+QCNKIegR0SaWDFfsE9hmSBY=,187059,465,Johnny Horton,,,52.0
fEvhhbW2I/uO/T6+mvB28pDfIiZpWhiiRBBznVb5e4c=,220264,958,Sviatoslav Richter,Franz Schubert,,-1.0
naGNDbpdtj7IgurdvPoGGK+cg/kIvkOigMgfHY+XLtE=,246270,465,Jose Cura,,,52.0
/H9UiKIflrsJv0yH2mhXOREJC4QZj0FkKHs7wcG0SjM=,219533,465,Party Mix All-Stars,,,52.0
RC3kiz0qz1HNGHxO3t4wr3AKfGdVfHR3GB/F8zokZEY=,227300,465,大橋純子,,,17.0
FmNLYByzF6rrcMmc4g4wRXvVDBVRtotP1rol+50BU1Q=,81362,893,Miklos Rozsa,Miklós Rózsa,,52.0
qhMLvV75QlIGnG6XLXOX6UxMe7d8txEwFFH00FmDdIg=,195918,465,Classical Sleep Music,,,52.0
+linaPB+3hWLs4yWWEjESI3Dd0RvP4q8Ms4HRAQRoQ8=,301766,465,Alice Nine,alice nine. /Satori Shiraishi,將 shou,17.0
P9yOkTVyolBd34cpi7A6F3PV9insO2b7UpcFTaQB6dE=,209861,465,Sondre Lerche and The Faces Down Quartet,Paddy McAloon,,52.0
BRDpPw6M76pBv0MsdiFQOLRRZDqrG2VNHzWwIHAkUuc=,272462,958,Christopher Parkening,,,-1.0
uYlBC9aLLPJ9R63wuwV1ImxLYZkc2IhLJcTM18PRMDc=,232919,947,Della ma chi,Della,,-1.0
HqfN1ALZ+4YwsxicA6UoKTxXxC2Ry8/KNDs5hzqdjTw=,209433,465,Will Smith,威爾史密斯|Lennie Bennett|Darren Henson|Lonnie Lynn|Jeff Townes|Dale Hawkins|Stanley Lewis|D.A. Clear,威爾史密斯|Lennie Bennett|Darren Henson|Lonnie Lynn|Jeff Townes|Dale Hawkins|Stanley Lewis|D.A. Clear,52.0
99QD+ypSEezoDEIgbUx58uHaoCTlqgBJz4FJyT2Z8RU=,282076,465,Ameritz Audio Karaoke,,,52.0
lQMmUzboWEAvnGfFOVfT6ORNOrZOrrIPVwJbw95/kTc=,198800,465,Meghan Trainor,Meghan Trainor|Kevin Kadish,Meghan Trainor|Kevin Kadish,52.0
v9CnN2h8e+Kn91e4+dh1UFjqSUOvIdYEGD374NkKDMI=,297261,465,Randy Crawford,,,52.0
QfKDkaocDwfkHhzX9WE+znNrzmouSUl63U7N9AFhT5w=,240520,465,Kenny G,Antonio Carlos Jobim| Vinicius De Moraes| Norman Gimbel,Antonio Carlos Jobim| Vinicius De Moraes| Norman Gimbel,52.0
dv6pWvgwFZxNsJeqEb2fO7jX0HlPLPgndLAMuSCwaXA=,237818,465,吳建飛 (Jerry Wu),紫雯,李念和,3.0
wOO5AgSFayMgoyxne/Rb6yAg6o789eyF4dnGazH85V4=,235357,444,miss A,"JYP The ""Asian Soul""",,31.0
4UdgykBf7BlSzwN4ssdsSQvGac0gwZ33ET6o1PfJtgM=,175542,726,Various Artists,,,-1.0
9p0eO0geovmIDlMe8sdSxeIwESjB2Zua2hL0mIiLNUE=,122044,465,Susan Rafey,,,52.0
ekHmyvOYkpsBTUjby8XeCgidL9g4fwmvs7+F15Jdxi0=,261921,958,Vassily Primakov,,,-1.0
b8s3JP+BmRkR+00ytnW3v4WqpqjvUEVP0bDhsMJiWKE=,116935,958,Prokofiev : Edition Volume 4 - Instrumental & Chamber Music,Sergei Prokofiev (1891-1953),,-1.0
+5bdKjKc9PYWgLO87zXaN2O5e40XpJDY3c0AEuZqxY0=,225837,958,Leif Ove Andsnes/Ian Bostridge,Franz Schubert,,-1.0
17KRV1AOIZ4++8F/9HEUOHe+/K5V/8VWIvaJzd3L06Y=,204486,958,Various Artists,Harold Arlen,Johnny Mercer,52.0
KIYNwwEVn3HLBtlc9ve9uCPFMS+Fuf2ux8L4s9H1C5A=,223817,465,Wedding Music,,,52.0
RrWl6IiSsDg+hZ8cUo6z2wE9LNk64FFzGLUEsr1fPZo=,203917,465,Doris Day,,,52.0
xl20BzOQh1vTNjgPZJUOAHQ/xk76WIqdFWipBC8nJmE=,466059,958,Micaela Gelius,,,-1.0
7HDP2DLmOiKXYtYdgg+zxPcBcyxVLWgN5SAjJduR+jU=,140248,205,Fausto Papetti,LaRue| Hadjidakis| Cavaliere,,52.0
wDy+vKF/0PpgbSaWmZC9aD/bsaNJg/kSfYgijRANhhk=,231595,359,Red Hot Chili Peppers,,,52.0
bHGG1/aCNJP30OirieaYIkVCsSEUUhZdlPbTMGyKGYY=,171665,786,オルゴールサウンド J-POP,,,-1.0
lgh/ckPVXjoFqQc4DprKotS1Vd+b9kDL9+I+piLxjy0=,194977,921,小林友韻,,,17.0
lRnKrLLLW99qoaAZ7BTQWWg3+SxdkimTTiPjhSG3xaI=,222354,829,Ferus Mustafov,,,52.0
xZdmYJisjBh+dCbGeCHDDN8M4LY8/JpH9KMsqz7A5Pg=,88293,691,Christmas Piano Music,,,52.0
dI2z6bs0vhLZLZvCGZaK5bqL+xW6QFTkzF7Kc3fRUJc=,993201,958,Ludwig Van Beethoven,,,-1.0
qJTV9qdjL0j63AZTViHeNzWxz1ahMT93zZR727uXEeg=,219475,465,鄧麗君 (Teresa Teng),Masaaki Hirao,,3.0
ZxP4CsJE6m35bIU+B8wMVLRE6EhGnd0VIJs/HG6TJkY=,365249,465,Steve Vai,,,52.0
1MQTIfy7Y3RRUF7nZRX2mkEukkwGnID51MAlS0oIEtI=,161306,465,Various Artists,J.Van Heusen| S.Cahn,J.Van Heusen| S.Cahn,52.0
ZEBOLZmDGkXSsJvGdXYprrjSGav4Ck0Hmt8HE22ISyU=,138344,139,Sam Cooke,,,52.0
4NtjZdL46RWIibTIt+IpCjXgeMT/L8HLlN9ocR4CliE=,112291,921,Harry Gregson-Williams,Harry Gregson-Williams,,52.0
s2ochSr9Zu2QFwzNKN4uJPNygzPasADPTupjgxrq9+0=,346859,958,Bob van Asperen/Melante Amsterdam,Johann Sebastian Bach,,-1.0
70Lct4BwiBwpo/VdM4KrVrbuLyTLz3XoVb65vrXRTaQ=,213809,986,Hollywood Quartet,Ludwig van Beethoven,,-1.0
tsHdmX1NpC0Ha7PffUpwK+Vi2CgNZ0knrUIG2FgdvNg=,94378,958,Richard Boothby,William Lawes,,-1.0
FGYdjwpoXNTNoe/tEYwbwq5sw2yxLfsN6H1bcnv2kmc=,191982,940,Ambient Forest| Ambient Rain| Nature Sounds Nature Music| Restaurant Background Music Academy,Ambient Forest| Ambient Rain| Nature Sounds Nature Music| Restaurant Background Music Academy,,-1.0
QHIklf+YmmOVxYOrXMTQ0j98TB3Vtyqkr3Uugpmo444=,234668,465,Youssou N'Dour,Maribeth Derry|Adrian Gurwitz|尤蘇安多爾,Maribeth Derry|Adrian Gurwitz|尤蘇安多爾,52.0
seooKr6k0POZ9S3W1aSrFs35MO4Pm8HbLO0Q9klD2Zw=,433655,465,EXILE,華原大輔,ATSUSHI,17.0
qCpFzjnIa92E2ZhvfO+W3XWfOII+F1VFh/lsrnBc9Y8=,386566,873,Joshua Aaron,,,52.0
gP8ba/9w/RPAy2yFPEDyEYZ1brVwpFiwL9fTE6sefOU=,204338,465,Gipsy Kings,Patchai Reyes| Nicolás Reyes| Tonino Baliardo| Jacques Baliardo| André Reyes| Maurice Baliardo| Paul Reyes| Bruno Baliardo| Jahloul Bouchikhi,Patchai Reyes| Nicolás Reyes| Tonino Baliardo| Jacques Baliardo| André Reyes| Maurice Baliardo| Paul Reyes| Bruno Baliardo| Jahloul Bouchikhi,52.0
bwJVNo+MMI18fQpV71MzzV+kVXXRjJxVPs1vqHZSAD0=,154459,465,Steve Lawrence,Mancini| Mercer,,52.0
uqN1UZff32Z9RQrv72zpiqG+ntRSEd8vQep/o4+ps5I=,494121,359,Tame Impala,Kevin Parker,,52.0
H2xzGS9PuV5D2lH38pSp1o4kHzVv694M2hS3DtZIg9s=,255189,359,The Last Shadow Puppets,Alex Turner| Miles Kane,Alex Turner| Miles Kane,52.0
xbbdpev8FFYERdevzunZm3Y0d+lkl7Zi7exZylq+dBY=,250435,958,John Wilson Orchestra,George Gershwin,,-1.0
va1dxgbfU8EnIx2buD26j2oYWFRzV7j5XGcDJIqG62o=,220473,465,ทาทา ยัง (Tata Young),,,52.0
AclTBuCyA2vg6JWo3BBqXQpviFkOYj8DR0H/rrOw4ic=,223503,465,張蓉蓉,張燕清,張燕清,10.0
hFFBv4VWI0MT1HyqP/0rbfj9QUNX3ZriUCVA6/x0hhw=,292269,465,陳百強 (Danny Chan),Chris Babida,Richard Lam Chun Keung,24.0
wjRxJzeDWCC3vHBQdbegde9vysK4QnCtiKlD8zJyjdY=,237400,437,lynch.,葉月,葉月,17.0
ehf+Y3CDBhrti0eoK7KDa9s5+hc0+NjWNemzQBQzAE0=,243330,829,Newton Faulkner,Newton Faulkner| Toby Faulkner,Newton Faulkner| Toby Faulkner,52.0
jUA2eZibqqFWZn+VCe745lspbGeBFqZB8UtwP6P99To=,263639,958,Michael Nyman,Michael Nyman,,-1.0
CIst5IJbEkFoXUBrH7PxQQuEp7UHV4bk4suxbTLZtr8=,188824,465,Santiano,Mark Nissen| Hartmut Krech| Sandro Friedrich,,52.0
+qCOAir7JlCQztH524414DomJ8Cg/9Ew+kNhdQVTNAc=,198484,786,Gotandara,Gotandara,,-1.0
VJuwkAD6x74sdOwCJvjhT8ELJjtq/wr2TMkBC6DjzAE=,251402,958,Virginio Fadda,Silvius Leopold Weiss,,-1.0
8+4WBTnFd0wjVQdewXMMqrvKUak0xckBqjhXqhS1c/g=,729107,958,Paul Neubauer|Academy of St. Martin in the Fields|Sir Neville Marriner|Andrew Litton|Bournemouth Symphony Orchestra|Kyung Wha Chung|Julian Lloyd Webber,Sir William Walton,,-1.0
0cxW1BpuuUS1wp7zqz8b2P0TSkrvdRCn7zS6xLoPXMc=,245852,465,Various Artists,Katy Perry| Max Martin| Lukasz Gottwald,,52.0
gbLqEFh3XALHFgTN7eURH9zzvb3HAWimIUKee9rhYiU=,376790,465,Serial Recordings,,,52.0
BMjcR1Sft2AX6S/u9wLY7tniXJw03RPOObcbQ18P5A8=,183379,139,Clarence Ashe| Zee Band,,,52.0
PQDBWv7hk7iye82kojuuXwUPhNajJWUZRtSNjTC3eOA=,250880,465,Atsuko Maeda (前田敦子),You-Me,Akimoto Yasushi,17.0
IcLMCblT5vZA+TAtS7MFBSWaW4rh9zPYOZVm3IbfjFM=,121951,958,Otto Klemperer,Wolfgang Amadeus Mozart,,-1.0
iIlBlM0lY4J4JKqnzkeY2FDz49Sm0ZCL6dq5JKEKiWU=,213472,465,半成年主張,,,3.0
B/l6UVCy7esixH9jLv8R/gMLiFbkJ+bBtZAGUWGNs58=,116193,691,Various Artists (The 1962 British Hit Parade - Part 1),Traditional,,52.0
n6fJ4lRyV1mfe/T1dAxDF509wW8Y7ooZoCFgdJ/hiuE=,243879,465,Morning Musume (モーニング娘。),,,17.0
TVAfpouHHglyyDbeEzBbagEvlJdpbrFID/ZC3EPFcXc=,201085,465,Various Artists,Peggy Lee| Quincy Jones,,-1.0
7kaqOZJLmy9Gs+wHTtEa2i1wc8SKav4mdP1eKLX0zDA=,248894,465,滾石三十  青春音樂記事簿,,,3.0
9U8pA1xD06txI4JltUlJfPtV6f6VY9FqfROlJglXK+8=,250044,444,Skinny Sparrow,gil ju kim (김길주),gil ju kim (김길주),31.0
SyO1lGVCyVfMJhnPKc1t5jtE/yPruU1Oiv5TiF9MCrY=,242102,465,陳昇 (Bobby Chen),,,3.0
HBEGI8QtUO08s54T58RPEC5LGz/loNNtb+zlzBSYRAE=,310021,465,姜育恆 (Keung Hang),李子恆,李子恆,3.0
0UNlvU4dG8KOgCrO6IzbxFn7K2iQeqdjfPbJKvDiBIA=,274311,444,Huh Gak,,,31.0
3NuKuyS7EWbQDHn2durnUIZ4f219Y7NgIfmSiDMyaqM=,341170,458,Various,Yida Huang,Yida Huang,3.0
VgS3ZaToJziHkY9jMpWi8kUhMDMvV4FVUOeXhGfPAZ8=,111270,374,Various Artists,Ryan Chain| Sound Haze,,52.0
SnH/0bXPNAcIylJVVqYYVC0EipXMX8Eq10xrTvP8wUY=,197184,465,DJ Top Gun,,,52.0
xPt2rmPqOh5wNhS8CXPKzLNc/hLy9cDP/E2hYEDxAG8=,239177,359,Bitch Falcon,,,52.0
kLvjHn0+xKw7a/bb7JgB5l0s9ij3G2oAY6zbYMGg7sI=,263314,359,Micah P. Hinson,,,52.0
0wmQ/Ad1q5O+pgxgY6Ek1WW0YO7Qu/59w9gXNypIKSM=,226905,242,D'MIXMASTERS,Dez Dickerson,,-1.0
YxH1kO/WEGl+54rdlLukuPyrP7FyCfk/rviPjO3wm8Q=,246688,465,Sarah,,,52.0
AqL9chqzUsTBM9dQhcyedhkVMv1UlWdpvmH6dGPWkQo=,169877,465,Smokie,RR,,52.0
KlxjE4cWUbD83LvTr5u11lKHOteInz8kZwHsC9xjRAY=,287834,465,Imam Baildi,Imam Baildi,,52.0
xZxrP/ZqqoJvpe0RAi1IJYDwi7mE9bJ2lQlEnBN98Ss=,175464,958,Jascha Heifetz,George Gershwin,,-1.0
5WIA/wHJIKig9hsA3Jd0HUrwkA9eYv/Mav0UYOhnFeg=,319785,786,Mark T. Jackson,,,-1.0
vqSVdMbZq4KeSse0zOlMELg1k/VP7iiaEJDbr6lox0Q=,83685,726,Christmas Eve,,,-1.0
CMpGYyIHArvh4FDFfd8+6XQv8qZ3AeSZbcWFD9EKH+8=,237306,465,Westlife,Steve Mac| Wayne Hector,Steve Mac| Wayne Hector,52.0
DPbvEBmeaL9qtnAGm5xW0mfH9y/obu9qWpX9iHx3D/w=,232185,958,Amici Forever,拉赫曼尼諾夫,Frank Musker|Kaballà,-1.0
PP+2205Ag63r58Hx5kRVgjbWRv8r6drssYlIpLzMeMI=,214923,437,戸渡陽太,戸渡陽太,戸渡陽太,17.0
rJTh+lTKU5uCVF02twlpg5L63MqIEVoT+ixaXpjrn+g=,182508,465,Blue Angels,,,52.0
1mW9x4ILIMK8bg0gkvqBqQfpo7E39iwUElYiNOF+qys=,229129,465,Betty Who,Jessica Newham|Martin Johnson,Jessica Newham|Martin Johnson,52.0
s6IGB6rUyGdWd1aUGOcdsKsnD9seGHF8ICegVRjH/Is=,214622,940,Yoga Waheguru,Neuromancer,,-1.0
ff3x9IuJAa9mu4rzCoL00nzwcjKWT0KZnKAMioHU1Jc=,142849,465,Done Again,,,52.0
O/6UfIcg6UW9+wjLHLmrHS9Hm2u7VsiftZnZ3S7JhvM=,183014,958,ミロスラフ・ケイマル & アレス・バールタ,Hoagy Carmichael,,-1.0
YR5oisbbsJJ33H2xlMlv7GvRvGklGbEVhWpAXIxQXyE=,305551,465,Michael Bublé,,,52.0
jbhtY9hcDKyYezkKhvoChgTVsyd4By75V362qqE91bA=,224548,921,Various Artists,Z,Z,31.0
UEaWhknzhgNnLz8jzq6oT8Lc9C1KTYjfnixzIivkdv4=,338964,958,Chris Thile & Edgar Meyer,,,-1.0
SEd9mCqt5etCOMK5HPGqlwyUS9x4hlNSBLdef9TzR3s=,255641,465,Joey Moe,Joey Moe|Kasper Larsen|Ole Brodersen|Hooman Beats,,52.0
gz4wS6/ZziEN25Rou+cYGUznonx3BJpZ/rLt+/I7shE=,196821,465,側田 (Justin Lo),Jerald Chan ,陳詠謙(英文詞 : Jerald) ,24.0
2JGYK/w/uvFFtQx9+w0Vf43aPAosgMw1nIhoTBsQzLM=,188917,465,French Affair,Dreyer| Karsten ; Dreyer| Torsten,Dreyer| Karsten ; Dreyer| Torsten ; Alcindor| Barbara,52.0
Wmka3A5Oqon8tTHy93q5hTsxuLRBgAHYJZZHJbeRcLE=,239444,465,UB40,Michael Virtue| Earl Falconer| Robin Campbell| Ali Campbell| Terence Wilson| Norman Hassan| Jim Brown| Brian Travers,UB40,52.0
sBOAh3Bn0WBKyojrC2Nbenss9QVntmZv0XLLeIJX66E=,154566,958,Mstislav Rostropovich,Johann Sebastian Bach,,-1.0
3Z5lQ8wUJC2mK85sqGCY6GwkF5tb5cbvXdY+pqgqWSc=,215945,465,Reggaeton G.,Cándido Fabré,,52.0
dxaamm9ZAZZP9f8qMoSL8QQw1qwyzhdziVq5mcxLErw=,251715,451,陳輝陽 & 女聲合唱 (Chan Fai Young & Women's Choir),陳輝陽,李峻一,24.0
RCf2VvimO1vXcvViaCV2lV+SoAdJXJzRVHPiJRx13Dc=,279846,691,Mega Tracks Karaoke Band,,,52.0
hskEsCScJfaMf4GAhbhc5vqwoor6nZyZSkCTsdlf5GE=,254328,388,Musica Relajante Piano Master,Neuromancer,,52.0
kI2LHXz6NxEEI6pPeakj3gdW4RAj8YzztVVaBb4oZhA=,266565,465,Bendeniz,Deniz Çelik,,52.0
DF4/mVwqpdri42V020D6FRhOwBNGZVmBqOgI2fvPPd0=,235530,465,Boney M,Traditional,Fred Jay,52.0
